INSEE_COM,lon,lat
32216,0.5461282888021791,43.457163145723406
47033,0.6774512931505908,44.54385106445187
32009,0.18680776740824626,43.57305960344477
38225,5.545066157004053,45.16845944472775
62890,2.1627300804571177,50.35925861917209
08018,4.705097124754118,49.26779303056056
32113,0.02930598098044373,43.77377272124884
10319,3.627480232043125,48.202542356949934
42070,4.059586187300779,45.94263431986676
06097,7.07092723925565,43.884526368751516
31046,0.6350216416985177,42.86770985195773
71524,4.498808608036281,46.42672496340216
53245,-1.028341332267419,48.28806772779329
78269,1.7779639400018754,48.63390146829362
50181,-1.3174011334056115,49.148599140009246
38342,5.6353831300585675,44.88447675448192
16388,0.04689561276729676,45.63990184579563
50126,-1.3337699799269704,48.736265130963936
25541,6.1784822601682645,46.97580700204167
55232,5.728173906042995,49.09577297658977
31547,1.2875015973941246,43.498597883276574
33332,8.628460334303254e-4,45.03690114643585
14107,-0.9562635575650879,49.28944004321478
88311,6.173861529020218,47.9813713751944
55364,5.238527576208334,49.450056212422254
47075,0.6932525733161168,44.29036261861717
18063,2.4011119398148546,46.86375124872188
07110,4.24744032479951,44.47063837176875
02535,4.001511143916316,49.77672477491864
64355,-0.44520394039483463,43.50502911204259
41123,1.4101182199049627,47.834012510063864
71505,4.601829862144813,46.690409886107105
57204,6.272048931487174,49.16355132146106
33200,-0.6845720534209204,44.86930813076433
62840,2.974992586420209,50.10088151141179
86159,0.7054672378602863,46.1954864373293
39085,6.125635732318036,46.73672972317654
24032,0.3625408263414014,45.10043545881098
82113,1.3927018234846527,44.19336908772356
49195,-0.7951391121787599,47.05990406315362
69242,4.76243251722835,46.12590579738095
38489,5.851126701240312,44.90507238010367
62396,2.2277403546045056,50.34731971252144
12042,2.758412333738675,43.95599999592612
70295,6.528760867623428,47.78670170428909
12202,2.567079243091411,44.358790287479344
02091,3.6716083298152387,49.33717406978791
23143,1.5833967561986373,46.242498003144796
45113,2.9321937104197553,48.043880653238446
50232,-1.3028690138434855,49.12464302901978
63219,2.8745907129642663,45.785385460566005
81220,1.7151024480523507,43.84846765722221
57382,6.959415885449825,48.762203524758974
27529,1.0203530880345122,49.25048802547805
76268,0.3096961830075387,49.674651591917
52065,4.949654064640377,48.316090167066875
30159,4.081843652857131,44.25527749017528
50341,-1.3872188981926652,49.497340294472195
67108,7.596289460963358,48.53322595165318
11207,2.124569386433229,43.061526868706174
