EPCI_ORIGIN,EPCI_DEST,CSM,SEXE,REGION,REGETUD,METRODOM,ILETUD,flow,count
200000172,200000172,3,1,84,84,M,2,9.64688489384677,2
200000172,200000172,4,2,84,84,M,2,10.4456589267126,2
200000172,200000172,6,1,84,84,M,2,1.08703960305867,1
200000172,200011773,3,2,84,84,M,2,10,2
200000172,200011773,4,2,84,84,M,2,14.21155136134703,4
200000172,200011773,5,1,84,84,M,2,10.24550971985058,2
200000172,200011773,5,2,84,84,M,2,1.08703960305867,1
200000172,200011773,6,1,84,84,M,2,3.8614053752344297,2
200000172,200011773,6,2,84,84,M,2,14.60052808495888,5
200000172,200011773,7,1,84,84,M,2,5.10459865015941,1
200000172,200011773,8,2,84,84,M,2,3.7940496248685704,2
200000172,200018166,4,1,84,84,M,3,5,1
200000172,200018166,6,1,84,84,M,3,3.10543027267662,1
200000172,200033116,2,1,84,84,M,2,4.98904426461297,1
200000172,200033116,3,1,84,84,M,2,4.98904426461297,1
200000172,200033116,4,1,84,84,M,2,8.38319361822491,2
200000172,200033116,6,1,84,84,M,2,10.841092830729993,3
200000172,200033116,7,1,84,84,M,2,4.8761057195927,1
200000172,200034882,3,1,84,84,M,2,3.04355204094671,1
200000172,200034882,4,2,84,84,M,2,4.76572379950393,1
200000172,200034882,5,2,84,84,M,2,4.8761057195927,1
200000172,200034882,6,1,84,84,M,2,7.5610467953365,2
200000172,200034882,7,1,84,84,M,2,3.46323260451048,1
200000172,200035731,6,2,84,84,M,3,5.05080005230049,1
200000172,200040715,2,2,84,84,M,3,5.10459865015941,1
200000172,200040715,3,1,84,84,M,3,3.46293694386709,1
200000172,200040715,3,2,84,84,M,3,5.10459865015941,1
200000172,200040715,4,1,84,84,M,3,3.3903051659435,1
200000172,200040715,4,2,84,84,M,3,5.2228294633563,1
200000172,200040715,6,1,84,84,M,3,7.800278139294644,3
200000172,200040715,7,2,84,84,M,3,2.78805155899665,1
200000172,200054781,4,1,84,11,M,4,3.56988661191572,1
200000172,200066793,2,1,84,84,M,2,3.49867586731568,1
200000172,200066793,2,2,84,84,M,2,10.17330045057808,2
200000172,200066793,3,1,84,84,M,2,3.85747076185274,1
200000172,200066793,4,1,84,84,M,2,11.8478098831201,4
200000172,200066793,4,2,84,84,M,2,10.611616309768944,6
200000172,200066793,5,1,84,84,M,2,10.18787174415614,4
200000172,200066793,5,2,84,84,M,2,15.84437044603415,4
200000172,200066793,6,1,84,84,M,2,10.866979642721772,4
200000172,200066793,6,2,84,84,M,2,24.98406966277294,7
200000172,200066793,7,1,84,84,M,2,2.7897207893071,1
200000172,200066793,8,2,84,84,M,2,7.5610467953365,2
200000172,200066975,4,1,84,32,M,4,3.78052339766825,1
200000172,200067551,5,1,84,84,M,2,10.098935182948999,2
200000172,200068542,3,1,84,84,M,3,5,1
200000172,200068674,4,1,84,84,M,3,3.46293694386709,1
200000172,200068674,6,2,84,84,M,3,2.78995897171031,1
200000172,200069110,2,2,84,84,M,3,3.78052339766825,1
200000172,200069110,3,1,84,84,M,3,3.04355204094671,1
200000172,200069110,4,1,84,84,M,3,3.49867586731568,1
200000172,200069110,5,1,84,84,M,3,3.3903051659435,1
200000172,200069110,6,1,84,84,M,3,8.453899751848919,2
200000172,200069110,6,2,84,84,M,3,1.08703960305867,1
200000172,200070852,6,1,84,84,M,2,3.04381189510207,1
200000172,200070852,6,2,84,84,M,2,3.04381189510207,1
200000172,200070852,8,1,84,84,M,2,3.04381189510207,1
200000172,200071751,6,1,84,84,M,3,4.8761057195927,1
200000172,200071967,5,2,84,84,M,2,5,1
200000172,242500361,6,2,84,27,M,4,2.78805155899665,1
200000172,245804406,3,1,84,27,M,4,2.7897207893071,1
200000172,247400583,4,2,84,84,M,2,4.95522388453324,1
200000172,247400583,5,2,84,84,M,2,7.78995897171031,2
200000172,247400583,6,2,84,84,M,2,3.78052339766825,1
200000172,247400690,6,2,84,84,M,2,5.08665022528904,1
200000172,247400724,2,1,84,84,M,2,0.975859529022191,1
200000172,247400724,2,2,84,84,M,2,2.78781353943173,1
200000172,247400724,4,1,84,84,M,2,5,1
200000172,247400724,6,1,84,84,M,2,3.96095223625292,2
200000172,247400724,6,2,84,84,M,2,2.61547791874031,1
200000172,247400724,7,1,84,84,M,2,1.00599806587192,1
200000172,247400740,5,1,84,84,M,2,7.66415727858935,2
200000172,247400773,4,2,84,84,M,2,0.975859529022191,1
200000172,NA,2,1,84,11,M,4,3.18405972753009,1
200000172,NA,2,2,84,84,M,3,4.76572379950393,1
200000172,NA,3,1,84,84,M,3,15.98135240924168,4
200000172,NA,3,2,84,11,M,4,4.96497372798838,1
200000172,NA,3,2,84,84,M,3,4.8761057195927,1
200000172,NA,4,1,84,84,M,3,1.00599806587192,1
200000172,NA,4,2,84,84,M,3,7.750018352786951,2
200000172,NA,5,1,84,84,M,3,2.17407920611734,2
200000172,NA,5,2,84,84,M,3,15.99748737212515,4
200000438,200000438,4,2,52,52,M,2,15.093355708643418,3
200000438,200000438,6,2,52,52,M,2,9.99755071414,2
200000438,200000438,8,2,52,52,M,2,5.05796113194681,1
200000438,200042174,3,2,52,53,M,4,5,1
200000438,200042174,5,2,52,53,M,4,5.05796113194681,1
200000438,200054781,1,1,52,11,M,4,5.00139959611219,1
200000438,200056232,6,2,52,11,M,4,2.67201927410786,1
200000438,200067213,4,2,52,44,M,4,5,1
200000438,200067932,4,1,52,53,M,4,7.65946148722294,2
200000438,200067932,4,2,52,53,M,4,5,1
200000438,200067932,6,2,52,53,M,4,5,1
200000438,243500139,2,2,52,53,M,4,5.00139959611219,1
200000438,243500139,4,2,52,53,M,4,5,1
200000438,243500139,5,2,52,53,M,4,5.05321642051311,1
200000438,243500139,6,1,52,53,M,4,5.10987487408504,1
200000438,243500139,6,2,52,53,M,4,20.11267406630942,4
200000438,243500741,2,1,52,53,M,4,5,1
200000438,243500741,2,2,52,53,M,4,5.02946763415251,1
200000438,243500741,4,2,52,53,M,4,15.059360728059,3
200000438,243500741,6,1,52,53,M,4,10.05476030231916,2
200000438,243500741,8,2,52,53,M,4,4.99417751460139,1
200000438,244400404,2,1,52,52,M,2,5.00139959611219,1
200000438,244400404,2,2,52,52,M,2,5.04145316570307,1
200000438,244400404,3,1,52,52,M,2,15.05796113194681,3
200000438,244400404,3,2,52,52,M,2,4.99417751460139,1
200000438,244400404,4,1,52,52,M,2,17.87807887194553,4
200000438,244400404,4,2,52,52,M,2,40.22524487380048,8
200000438,244400404,5,1,52,52,M,2,15.05796113194681,3
200000438,244400404,5,2,52,52,M,2,19.128995192871837,6
200000438,244400404,6,1,52,52,M,2,20.187918203383887,4
200000438,244400404,6,2,52,52,M,2,45.30495177864114,9
200000438,244400404,8,1,52,52,M,2,5,1
200000438,244400552,5,1,52,52,M,2,5,1
200000438,244400610,6,1,52,52,M,2,5.01775966354211,1
200000438,244400644,2,2,52,52,M,2,5,1
200000438,244400644,3,1,52,52,M,2,10,2
200000438,244400644,4,1,52,52,M,2,5.998228689192436,2
200000438,244400644,4,2,52,52,M,2,15,3
200000438,244400644,5,1,52,52,M,2,10,2
200000438,244400644,5,2,52,52,M,2,10.05796113194681,2
200000438,244400644,6,1,52,52,M,2,10.099178194042029,2
200000438,244400644,6,2,52,52,M,2,17.78966133102462,4
200000438,244400644,7,1,52,52,M,2,5,1
200000438,245400676,4,2,52,44,M,4,2.65946148722294,1
200000438,NA,6,2,52,11,M,4,5,1
200000545,200000545,4,1,44,44,M,2,5.06142506142506,1
200000545,200000545,4,2,44,44,M,2,5.06846081208699,1
200000545,200000545,6,2,44,44,M,2,5,1
200000545,200023414,3,2,44,28,M,4,3.00593127358956,1
200000545,200023414,8,2,44,28,M,4,1.03336519661505,1
200000545,200037133,3,1,44,11,M,4,2.92056797227,1
200000545,200037133,6,2,44,11,M,4,10,2
200000545,200054781,4,2,44,11,M,4,5.78220972869352,2
200000545,200054781,5,2,44,11,M,4,2.70682170641104,1
200000545,200054781,6,1,44,11,M,4,2.70682170641104,1
200000545,200054781,7,1,44,11,M,4,2.87304632170693,1
200000545,200054781,7,2,44,11,M,4,2.75660721333331,1
200000545,200058782,5,2,44,11,M,4,6.01186254717912,2
200000545,200066835,4,2,44,44,M,3,1.03336519661505,1
200000545,200067213,3,1,44,44,M,3,1.03969355840775,1
200000545,200067213,3,2,44,44,M,3,6.53024572429192,3
200000545,200067213,4,1,44,44,M,3,5.06142506142506,1
200000545,200067213,4,2,44,44,M,3,5,1
200000545,200067213,5,2,44,44,M,3,1.03336519661505,1
200000545,200067213,6,1,44,44,M,3,7.809477735944361,2
200000545,200067213,6,2,44,44,M,3,5.06142506142506,1
200000545,200067940,Z,1,44,76,M,4,5.0000669398292,1
200000545,200068658,5,2,44,44,M,3,2.84083430985556,1
200000545,200069052,6,1,44,27,M,4,2.70682170641104,1
200000545,200069250,2,1,44,44,M,2,8.44560369360995,3
200000545,200069250,3,1,44,44,M,2,2.94820511354057,1
200000545,200069250,3,2,44,44,M,2,2.94820511354057,1
200000545,200069250,4,1,44,44,M,2,3.9636253027573503,2
200000545,200069250,4,2,44,44,M,2,16.363235677815638,5
200000545,200069250,5,1,44,44,M,2,9.075093841214928,5
200000545,200069250,5,2,44,44,M,2,28.543734097063222,11
200000545,200069250,6,1,44,44,M,2,11.67344764869,4
200000545,200069250,6,2,44,44,M,2,44.72391329921852,15
200000545,200069250,8,1,44,44,M,2,2.75660721333331,1
200000545,200069854,4,2,44,75,M,4,1.03969355840775,1
200000545,241800507,3,2,44,24,M,4,3.21776816539301,1
200000545,242100410,5,2,44,27,M,4,2.92056797227,1
200000545,243500139,5,2,44,53,M,4,2.86413043911234,1
200000545,244500468,3,1,44,24,M,4,2.81775262460751,1
200000545,245900410,4,2,44,32,M,4,3.07538802228248,1
200000545,245900410,6,1,44,32,M,4,2.92056797227,1
200000545,245900410,8,2,44,32,M,4,2.86413043911234,1
200000545,247400583,6,2,44,84,M,4,0.98258970802532,1
200000545,247700107,6,1,44,11,M,4,2.94820511354057,1
200000545,248900334,5,2,44,27,M,4,1.03336519661505,1
200000545,NA,3,2,44,11,M,4,5.64647258674987,2
200000545,NA,5,1,44,11,M,4,3.00593127358956,1
200000545,NA,5,2,44,11,M,4,5.80330642784923,2
200000545,NA,7,2,44,11,M,4,2.75660721333331,1
200000628,200000628,5,2,93,93,M,2,5.0506126798082,1
200000628,200023414,4,2,93,28,M,4,5,1
200000628,200027217,6,1,93,75,M,4,4.38907178474759,1
200000628,200034692,3,1,93,76,M,4,2.88652039034276,1
200000628,200034692,4,1,93,76,M,4,5,1
200000628,200034692,7,2,93,76,M,4,3.19881698549634,1
200000628,200040459,2,2,93,84,M,4,5.0506126798082,1
200000628,200040459,4,1,93,84,M,4,5.00274710420179,1
200000628,200040459,5,1,93,84,M,4,5,1
200000628,200040459,5,2,93,84,M,4,5.0973346621016304,1
200000628,200040681,7,1,93,93,M,2,1.03537109168295,1
200000628,200042901,3,1,93,84,M,4,1.00178077631686,1
200000628,200042901,5,2,93,84,M,4,5.0506126798082,1
200000628,200042901,6,1,93,84,M,4,3.18961094373298,1
200000628,200042901,6,2,93,84,M,4,1.00178077631686,1
200000628,200042901,8,2,93,84,M,4,3.1978984947794302,3
200000628,200054807,2,2,93,93,M,3,0.977514877422821,1
200000628,200054807,4,1,93,93,M,3,3.37685425934944,1
200000628,200054807,4,2,93,93,M,3,8.24349474630432,2
200000628,200054807,7,1,93,93,M,3,1.08126370154824,1
200000628,200066793,4,2,93,84,M,4,1.00178077631686,1
200000628,200066918,2,1,93,76,M,4,1.00178077631686,1
200000628,200067106,7,2,93,75,M,4,1.955029754845642,2
200000628,200067205,7,2,93,28,M,4,3.01137647722193,1
200000628,200068542,4,1,93,84,M,4,2.88652039034276,1
200000628,200068781,4,2,93,84,M,4,5.366586662170411,2
200000628,200068781,6,2,93,84,M,4,5.37292430624891,2
200000628,200068781,8,2,93,84,M,4,1.14356554987326,1
200000628,200069110,8,2,93,84,M,4,1.00178077631686,1
200000628,200071405,8,1,93,84,M,4,5.13464439762901,1
200000628,240600585,3,1,93,93,M,3,5.59089848246368,2
200000628,240700864,6,1,93,84,M,4,5.0506126798082,1
200000628,243000585,4,1,93,76,M,4,0.904811793160275,1
200000628,243000643,4,2,93,76,M,4,5,1
200000628,243000643,6,2,93,76,M,4,1.03537109168295,1
200000628,243400017,4,2,93,76,M,4,5.0506126798082,1
200000628,243400017,5,1,93,76,M,4,4.38907178474759,1
200000628,243400017,6,2,93,76,M,4,1.00178077631686,1
200000628,243400819,8,2,93,76,M,4,3.01137647722193,1
200000628,244200770,4,1,93,84,M,4,0.977514877422821,1
200000628,248300543,5,2,93,93,M,3,3.19288206649612,1
200000628,248400236,4,1,93,93,M,2,5.0973346621016304,1
200000628,248400236,5,2,93,93,M,2,4.602101193865931,2
200000628,248400236,6,1,93,93,M,2,5.0506126798082,1
200000628,248400236,6,2,93,93,M,2,4.510602612195321,2
200000628,248400251,2,1,93,93,M,2,7.731223396121701,3
200000628,248400251,2,2,93,93,M,2,6.00178077631686,2
200000628,248400251,3,1,93,93,M,2,1.08126370154824,1
200000628,248400251,3,2,93,93,M,2,4.52470045415226,2
200000628,248400251,4,1,93,93,M,2,18.11001361739203,4
200000628,248400251,4,2,93,93,M,2,25.86592373891581,6
200000628,248400251,5,2,93,93,M,2,22.74558766928118,5
200000628,248400251,6,1,93,93,M,2,13.23864132950402,3
200000628,248400251,6,2,93,93,M,2,10.50301991128849,3
200000628,248400251,7,1,93,93,M,2,7.0830444778651,3
200000628,248400251,7,2,93,93,M,2,7.1672474730393905,3
200000628,248400251,8,1,93,93,M,2,4.37114352993205,1
200000628,248400251,8,2,93,93,M,2,6.20967903197066,2
200000628,248400319,2,2,93,93,M,2,3.18961094373298,1
200000628,NA,3,1,93,84,M,4,1.08126370154824,1
200000628,NA,4,1,93,84,M,4,3.37685425934944,1
200000628,NA,4,2,93,11,M,4,3.73643455098191,1
200000628,NA,4,2,93,93,M,3,3.3406038879172,1
200000628,NA,6,1,93,93,M,3,4.38907178474759,1
200000628,NA,6,2,93,11,M,4,4.72938591347255,1
200000800,200018406,6,2,24,24,M,2,4.86893600857811,1
200000800,200018406,7,1,24,24,M,2,5,1
200000800,200030385,4,1,24,24,M,2,5,1
200000800,200030385,6,1,24,24,M,2,4.944689097191,1
200000800,200033207,7,2,24,24,M,3,4.9387045612803,1
200000800,200054781,4,2,24,11,M,4,9.896331592752489,2
200000800,200071116,Z,1,24,27,M,4,35,7
200000800,200071116,Z,2,24,27,M,4,15,3
200000800,200072072,3,2,24,24,M,2,5,1
200000800,241800507,1,1,24,24,M,3,4.9387045612803,1
200000800,241800507,2,1,24,24,M,3,5.02162078630804,1
200000800,243700754,3,1,24,24,M,3,4.83149578602157,1
200000800,244500468,2,2,24,24,M,3,4.97075361461079,1
200000800,244500468,4,1,24,24,M,3,5,1
200000800,244500468,4,2,24,24,M,3,14.9229514556939,3
200000800,244500468,5,1,24,24,M,3,9.96601295449392,2
200000800,244500468,5,2,24,24,M,3,9.88967284011868,2
200000800,244500468,6,2,24,24,M,3,20.020958640314,4
200000925,200000925,6,2,27,27,M,2,10.112018230218009,2
200000925,200006682,3,2,27,27,M,2,5.04754925329428,1
200000925,200010650,4,1,27,27,M,3,4.62591167944282,1
200000925,200010650,4,2,27,27,M,3,5.00758741801083,1
200000925,200067114,4,1,27,27,M,3,5,1
200000925,200067213,3,2,27,44,M,4,4.93779987251257,1
200000925,200070902,2,1,27,27,M,2,5.02629103777348,1
200000925,200070902,5,2,27,27,M,2,5.030757589291,1
200000925,242100410,1,2,27,27,M,2,5,1
200000925,242100410,2,1,27,27,M,2,14.906295473185349,3
200000925,242100410,2,2,27,27,M,2,24.90629547318535,5
200000925,242100410,3,1,27,27,M,2,35.30567659130888,7
200000925,242100410,3,2,27,27,M,2,59.675572645852554,12
200000925,242100410,4,1,27,27,M,2,35.000515568082406,7
200000925,242100410,4,2,27,27,M,2,73.98335019975968,15
200000925,242100410,5,1,27,27,M,2,44.98945052118549,9
200000925,242100410,5,2,27,27,M,2,39.52835038670144,8
200000925,242100410,6,1,27,27,M,2,24.613004698347872,5
200000925,242100410,6,2,27,27,M,2,44.59529621565312,9
200000925,242100410,7,2,27,27,M,2,5,1
200000925,242101434,6,1,27,27,M,2,5.01540730322403,1
200000925,245900410,5,2,27,32,M,4,5.13629842180775,1
200000925,247100290,6,1,27,27,M,3,5,1
200000925,NA,4,2,27,84,M,4,5.27086757482648,1
200000933,200000933,1,1,24,24,M,2,4.81839991751788,1
200000933,200000933,4,2,24,24,M,2,5,1
200000933,200000933,6,1,24,24,M,2,4.80040013639486,1
200000933,200033207,6,2,24,24,M,2,10,2
200000933,200054781,3,1,24,11,M,4,5,1
200000933,200054781,4,2,24,11,M,4,4.99699025800347,1
200000933,200067114,3,2,24,27,M,4,5.06338028169014,1
200000933,241800507,1,1,24,24,M,2,4.86804051201117,1
200000933,241800507,1,2,24,24,M,2,4.86559139784946,1
200000933,241800507,3,1,24,24,M,2,5,1
200000933,241800507,4,1,24,24,M,2,20.08227848101266,4
200000933,241800507,5,1,24,24,M,2,5.0822784810126604,1
200000933,241800507,5,2,24,24,M,2,5,1
200000933,241800507,6,1,24,24,M,2,18.7394078691708,4
200000933,241800507,6,2,24,24,M,2,10,2
200000933,243600236,6,1,24,24,M,3,5.04952947003547,1
200000933,243700754,3,2,24,24,M,3,5,1
200000933,243700754,Z,2,24,24,M,3,15.02009300024523,9
200000933,244500211,3,2,24,24,M,3,5.06338028169014,1
200000933,244500468,5,1,24,24,M,3,4.91207137226579,1
200000933,244500468,6,1,24,24,M,3,5,1
200000933,244500468,8,2,24,24,M,3,5.04952947003547,1
200000933,246300701,6,2,24,84,M,4,4.8138823489972,1
200000933,247200132,4,1,24,52,M,4,5,1
200000933,NA,5,1,24,11,M,4,4.86559139784946,1
200004802,200004802,3,1,93,93,M,2,5.01940105072929,1
200004802,200030195,1,2,93,93,M,3,5,1
200004802,200030195,2,1,93,93,M,3,4.87626542285557,1
200004802,200030195,3,1,93,93,M,3,14.62879626856671,3
200004802,200030195,3,2,93,93,M,3,5,1
200004802,200030195,4,1,93,93,M,3,15.01940105072929,3
200004802,200030195,4,2,93,93,M,3,39.40304123076138,8
200004802,200030195,5,1,93,93,M,3,15,3
200004802,200030195,5,2,93,93,M,3,9.9786302217957,2
200004802,200030195,6,1,93,93,M,3,5.01940105072929,1
200004802,200030195,6,2,93,93,M,3,5.01940105072929,1
200004802,200030195,7,1,93,93,M,3,5,1
200004802,200035319,2,1,93,93,M,2,4.87626542285557,1
200004802,200035319,3,1,93,93,M,2,9.920721374969961,2
200004802,200035319,5,2,93,93,M,2,9.876265422855571,2
200004802,200035319,6,1,93,93,M,2,14.691791306198851,3
200004802,200039857,4,1,93,93,M,3,9.75253084571114,2
200004802,200039857,4,2,93,93,M,3,5.02404330027935,1
200004802,200039857,6,1,93,93,M,3,5,1
200004802,200039915,1,2,93,93,M,3,5,1
200004802,200039915,3,1,93,93,M,3,4.87626542285557,1
200004802,200039915,3,2,93,93,M,3,5,1
200004802,200039915,4,2,93,93,M,3,14.776574145990491,3
200004802,200039915,5,1,93,93,M,3,5,1
200004802,200039915,5,2,93,93,M,3,14.958719078851392,3
200004802,200039915,6,2,93,93,M,3,5.01940105072929,1
200004802,200054781,2,2,93,11,M,4,4.87626542285557,1
200004802,200054781,3,2,93,11,M,4,4.87626542285557,1
200004802,200054781,6,2,93,11,M,4,4.87626542285557,1
200004802,200054807,3,1,93,93,M,3,5,1
200004802,200054807,4,1,93,93,M,3,5,1
200004802,200066140,6,1,93,44,M,4,4.87626542285557,1
200004802,200068104,6,1,93,93,M,2,5.02404330027935,1
200004802,240600585,2,1,93,93,M,3,5.02404330027935,1
200004802,240600585,3,1,93,93,M,3,14.881001023896701,3
200004802,240600585,3,2,93,93,M,3,4.87626542285557,1
200004802,240600585,4,2,93,93,M,3,5.06305260526653,1
200004802,240600585,5,1,93,93,M,3,5,1
200004802,240600585,5,2,93,93,M,3,4.87626542285557,1
200004802,240600585,6,1,93,93,M,3,5,1
200004802,245900410,2,1,93,32,M,4,5,1
200004802,248300493,2,1,93,93,M,2,5,1
200004802,248300493,2,2,93,93,M,2,4.92072137496996,1
200004802,248300493,5,2,93,93,M,2,5.01940105072929,1
200004802,248300493,6,1,93,93,M,2,5.01940105072929,1
200004802,248300493,6,2,93,93,M,2,4.92072137496996,1
200004802,248300543,1,1,93,93,M,2,5,1
200004802,248300543,2,2,93,93,M,2,4.85034855625893,1
200004802,248300543,3,2,93,93,M,2,10,2
200004802,248300543,4,1,93,93,M,2,4.87626542285557,1
200004802,248400251,1,2,93,93,M,3,5,1
200004802,249500109,3,2,93,11,M,4,4.87626542285557,1
200004802,NA,1,2,93,93,M,3,5,1
200004802,NA,2,1,93,93,M,3,5,1
200004802,NA,4,1,93,93,M,3,4.87626542285557,1
200004802,NA,4,2,93,93,M,3,9.876265422855571,2
200005932,200005932,4,2,24,24,M,2,4.93035997361987,1
200005932,200030385,6,1,24,24,M,3,4.97668119715185,1
200005932,200069854,2,1,24,75,M,4,5.16291421128629,1
200005932,200073419,5,2,24,84,M,4,4.93035997361987,1
200005932,243700754,3,2,24,24,M,3,4.33464334936043,1
200005932,243700754,4,2,24,24,M,3,4.84452860848873,1
200005932,243700754,5,2,24,24,M,3,10.17543595827528,2
200005932,243700754,7,1,24,24,M,3,4.78160109338951,1
200005932,244500468,2,1,24,24,M,2,10.01106332578332,2
200005932,244500468,2,2,24,24,M,2,20.016303593995172,4
200005932,244500468,3,1,24,24,M,2,19.73836977862483,4
200005932,244500468,3,2,24,24,M,2,14.96043962914668,3
200005932,244500468,4,1,24,24,M,2,45.22112575869233,9
200005932,244500468,4,2,24,24,M,2,50.57817189819284,10
200005932,244500468,5,1,24,24,M,2,40.08805916390015,8
200005932,244500468,5,2,24,24,M,2,50.12403393669921,10
200005932,244500468,6,1,24,24,M,2,5.06191381639453,1
200005932,244500468,6,2,24,24,M,2,25.103433539807,5
200005932,244500468,7,1,24,24,M,2,5.08786247495233,1
200005932,244500468,7,2,24,24,M,2,9.96901320005402,2
200005932,246100663,4,2,24,28,M,4,5.08786247495233,1
200005932,249500109,1,1,24,11,M,4,5.16291421128629,1
200005932,NA,2,2,24,11,M,4,4.33464334936043,1
200005932,NA,3,2,24,11,M,4,5.08771797913764,1
200005932,NA,5,2,24,11,M,4,5.08786247495233,1
200005957,200039865,4,2,44,44,M,3,10.03071163689755,2
200005957,200042000,1,1,44,44,M,2,4.82537943184331,1
200005957,200042000,2,2,44,44,M,2,4.98655597664908,1
200005957,200042000,6,1,44,44,M,2,5,1
200005957,200068369,5,2,44,44,M,2,4.88543948299081,1
200005957,200068369,6,1,44,44,M,2,5.12762849857376,1
200005957,200068369,6,2,44,44,M,2,5.3285979918662,1
200005957,200068757,2,1,44,44,M,2,5,1
200005957,200068757,2,2,44,44,M,2,14.48684723100282,3
200005957,200068757,4,1,44,44,M,2,10,2
200005957,200068757,5,1,44,44,M,2,9.88543948299081,2
200005957,200068757,5,2,44,44,M,2,5,1
200005957,200068757,6,1,44,44,M,2,5.01580837192955,1
200005957,200068757,6,2,44,44,M,2,5.12165766085354,1
200005957,200068757,8,1,44,44,M,2,5,1
200005957,200071066,2,2,44,44,M,2,5,1
200005957,200071066,6,1,44,44,M,2,5,1
200005957,200071157,2,2,44,44,M,2,4.98655597664908,1
200005957,245400189,6,1,44,44,M,3,5.3285979918662,1
200005957,245400676,2,2,44,44,M,3,5.12165766085354,1
200005957,245400676,4,1,44,44,M,3,10.03170723862127,2
200005957,245400676,4,2,44,44,M,3,14.91189427312775,3
200005957,245400676,5,1,44,44,M,3,15.01628664495114,3
200005957,245400676,5,2,44,44,M,3,10.03257328990228,2
200005957,245400676,6,1,44,44,M,3,9.97057110916716,2
200005957,245400676,6,2,44,44,M,3,5,1
200005957,245400676,8,2,44,44,M,3,5,1
200005957,246700488,2,2,44,44,M,3,5,1
200005957,NA,Z,2,44,84,M,4,4.88319751649192,1
200006682,200006682,3,1,27,27,M,2,10.2474186124891,2
200006682,200006682,3,2,27,27,M,2,10,2
200006682,200006682,4,1,27,27,M,2,2.62368825461201,1
200006682,200006682,4,2,27,27,M,2,9.36461947541132,2
200006682,200006682,5,2,27,27,M,2,10,2
200006682,200006682,6,1,27,27,M,2,15.02809702366438,3
200006682,200006682,6,2,27,27,M,2,30.40159026599644,6
200006682,200006682,6,2,27,27,M,3,5,1
200006682,200006682,7,2,27,27,M,2,5.10162643542909,1
200006682,200040293,5,2,27,27,M,2,5,1
200006682,200040293,6,1,27,27,M,2,5,1
200006682,200040715,6,1,27,84,M,4,2.82545968880927,1
200006682,200046977,2,1,27,84,M,4,1.22898759956575,1
200006682,200046977,4,1,27,84,M,4,2.85090753569388,1
200006682,200056232,2,2,27,11,M,4,2.82545968880927,1
200006682,200065597,Z,2,27,28,M,4,1.00002092737019,1
200006682,200066793,4,1,27,84,M,4,5,1
200006682,200067114,3,2,27,27,M,3,4.91915148666328,1
200006682,200068781,2,2,27,84,M,4,5.03097893432466,1
200006682,200069250,3,1,27,44,M,4,2.55215436084524,1
200006682,200069250,4,2,27,44,M,4,2.8182902722875,1
200006682,200070308,4,1,27,27,M,3,2.66341606355394,1
200006682,200070308,6,1,27,27,M,3,3.05045798743972,1
200006682,200070894,6,2,27,27,M,2,5.142953366556251,2
200006682,200070894,7,2,27,27,M,2,4.97206703910615,1
200006682,200071017,2,2,27,27,M,2,1.06451638538947,1
200006682,200071173,6,1,27,27,M,2,1.06451638538947,1
200006682,200071595,3,1,27,27,M,3,3.20388223167315,1
200006682,200084952,3,2,27,28,M,4,2.80838308319131,1
200006682,242020071,2,1,27,94,M,4,2.82545968880927,1
200006682,242100410,1,1,27,27,M,2,9.98259166467777,2
200006682,242100410,2,1,27,27,M,2,13.618169832092086,4
200006682,242100410,2,2,27,27,M,2,22.17171383482642,6
200006682,242100410,3,1,27,27,M,2,21.49626903523376,5
200006682,242100410,3,2,27,27,M,2,40.362844722159615,12
200006682,242100410,4,1,27,27,M,2,48.26419287647119,14
200006682,242100410,4,1,27,27,M,3,9.990976107978469,2
200006682,242100410,4,2,27,27,M,2,39.19258046613343,14
200006682,242100410,5,1,27,27,M,2,49.80538977735331,13
200006682,242100410,5,2,27,27,M,2,46.44766889518091,18
200006682,242100410,5,2,27,27,M,3,4.99097610797847,1
200006682,242100410,6,1,27,27,M,2,43.4110757955571,12
200006682,242100410,6,2,27,27,M,2,24.374985491551868,8
200006682,242100410,6,2,27,27,M,3,5,1
200006682,242100410,7,1,27,27,M,2,2.7724038559492,1
200006682,242100410,7,2,27,27,M,2,10.81335093254147,3
200006682,242100410,8,1,27,27,M,2,3.68820464000148,2
200006682,242100410,8,2,27,27,M,2,3.63218933191383,2
200006682,242101459,7,1,27,27,M,2,5,1
200006682,242500361,4,2,27,27,M,3,3.23380204596804,1
200006682,242500361,5,2,27,27,M,3,7.73650642005176,2
200006682,242500361,6,1,27,27,M,3,2.7724038559492,1
200006682,243500139,3,2,27,53,M,4,2.68564816753499,1
200006682,244200770,5,2,27,84,M,4,2.77625234249783,1
200006682,244900015,3,1,27,52,M,4,3.03202152975038,1
200006682,244900015,4,2,27,52,M,4,5.05612107644248,1
200006682,245900410,3,2,27,32,M,4,2.63964180804873,1
200006682,245900410,7,2,27,32,M,4,2.7724038559492,1
200006682,245901160,4,1,27,32,M,4,3.23380204596804,1
200006682,246300701,6,2,27,84,M,4,0.997182974194596,1
200006682,247100290,4,1,27,27,M,2,5,1
200006682,247100290,5,1,27,27,M,2,5,1
200006682,247100589,2,2,27,27,M,3,2.96101146288106,1
200006682,247100589,3,1,27,27,M,3,2.82545968880927,1
